bucket,outcome,mid_price,log_return,realized_volatility_rolling,annualized_volatility_rolling
2026-03-26 18:28:15+00:00,DOWN,0.98,,,
2026-03-26 18:28:15+00:00,UP,0.029999994299999944,,,
2026-03-26 18:28:20+00:00,DOWN,0.98,0.0,,
2026-03-26 18:28:20+00:00,UP,0.02992637968080118,-0.002456836659290751,,
2026-03-26 18:28:25+00:00,DOWN,0.98,0.0,,
2026-03-26 18:28:25+00:00,UP,0.029999971199998848,0.0024560666588113733,,
2026-03-26 18:28:30+00:00,DOWN,0.98,0.0,,
2026-03-26 18:28:30+00:00,UP,0.03,9.600004990950595e-07,,
2026-03-26 18:28:35+00:00,DOWN,0.98,0.0,,
2026-03-26 18:28:35+00:00,UP,0.03,0.0,,
2026-03-26 18:28:40+00:00,DOWN,0.98,0.0,,
2026-03-26 18:28:40+00:00,UP,0.01,-1.0986122886681091,,
2026-03-26 18:28:45+00:00,DOWN,0.99,0.010152371464018015,,
2026-03-26 18:28:45+00:00,UP,0.02,0.693147180559945,,
2026-03-26 18:28:50+00:00,DOWN,0.99,0.0,,
2026-03-26 18:28:50+00:00,UP,0.01,-0.693147180559945,,
2026-03-26 18:28:55+00:00,DOWN,0.99,0.0,,
2026-03-26 18:28:55+00:00,UP,0.01,0.0,,
2026-03-26 18:29:00+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:00+00:00,UP,0.01,0.0,,
2026-03-26 18:29:05+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:05+00:00,UP,0.01,0.0,,
2026-03-26 18:29:10+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:10+00:00,UP,0.01,0.0,,
2026-03-26 18:29:15+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:15+00:00,UP,0.01,0.0,,
2026-03-26 18:29:20+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:20+00:00,UP,0.01,0.0,,
2026-03-26 18:29:25+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:25+00:00,UP,0.01,0.0,,
2026-03-26 18:29:30+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:30+00:00,UP,0.01,0.0,,
2026-03-26 18:29:35+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:35+00:00,UP,0.01,0.0,,
2026-03-26 18:29:40+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:40+00:00,UP,0.01,0.0,,
2026-03-26 18:29:45+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:45+00:00,UP,0.01,0.0,,
2026-03-26 18:29:50+00:00,DOWN,0.99,0.0,,
2026-03-26 18:29:50+00:00,UP,0.01,0.0,,
2026-03-26 18:29:55+00:00,DOWN,0.99,0.0,0.002270139272637334,5.70125942497418
2026-03-26 18:29:55+00:00,UP,0.01,0.0,0.3330496746411319,836.4255970632161
2026-03-26 18:30:00+00:00,DOWN,0.99,0.0,0.0022154290817701047,5.563859488730815
2026-03-26 18:30:00+00:00,UP,0.01,0.0,0.3248379070244623,815.802449362747
2026-03-26 18:30:05+00:00,DOWN,0.99,0.0,0.0021644928688368983,5.435937573296719
2026-03-26 18:30:05+00:00,UP,0.01,0.0,0.3172054884181971,796.6342868456672
2026-03-26 18:30:10+00:00,DOWN,0.99,0.0,0.0021169157871094827,5.31645182681383
2026-03-26 18:30:10+00:00,UP,0.01,0.0,0.3100873068652113,778.7575864349075
2026-03-26 18:30:15+00:00,DOWN,0.99,0.0,0.0020723441471697302,5.204513988745484
2026-03-26 18:30:15+00:00,UP,0.01,0.0,0.3034280614061912,762.0334645301101
2026-03-26 18:30:20+00:00,DOWN,0.99,0.0,0.002030474292803603,5.0993614526414515
2026-03-26 18:30:20+00:00,UP,0.01,0.0,0.2971804386806462,746.3430976979837
2026-03-26 18:30:25+00:00,DOWN,0.99,0.0,0.0019910438540104002,5.000335298823386
2026-03-26 18:30:25+00:00,UP,0.01,0.0,0.2913036875248195,731.58414289762
