ts,token_id,outcome,price
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.97
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.97
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:15+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.03
2026-03-26 18:28:15+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.029999971199998848
2026-03-26 18:28:15+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.03
2026-03-26 18:28:15+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.03
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.02
2026-03-26 18:28:17+00:00,84802649096158854911997802960249977296446704143932958961961851467605076560042,DOWN,0.98
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.02
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.02
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.03
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.03
2026-03-26 18:28:17+00:00,109013882922125523262641894136637706614062991896599048861826314481563694257305,UP,0.02
