ts,position,step_pnl,cum_pnl
2026-03-23 16:26:20+00:00,0.0,0.0,0.0
2026-03-23 16:26:25+00:00,0.0,0.0,0.0
2026-03-23 16:26:30+00:00,0.0,0.0,0.0
2026-03-23 16:26:35+00:00,0.0,0.0,0.0
2026-03-23 16:26:40+00:00,0.0,0.0,0.0
2026-03-23 16:26:45+00:00,0.0,0.0,0.0
2026-03-23 16:26:50+00:00,0.0,0.0,0.0
2026-03-23 16:26:55+00:00,0.0,0.0,0.0
2026-03-23 16:27:00+00:00,0.0,0.0,0.0
2026-03-23 16:27:05+00:00,0.0,0.0,0.0
