ts,token_id,outcome,price
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.96
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.9699999995149995
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:33+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.03
2026-03-23 15:58:33+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.04
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.03
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.029999971199998848
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.029999994299999944
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:33+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.99
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.99
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:35+00:00,70511961689427886849251125331075177577040674831404454735628437740418162211411,UP,0.02
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.97
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.99
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
2026-03-23 15:58:35+00:00,93818154076666686896621053885958896092305047141716153924461852974244812585066,DOWN,0.98
