minute,mid_price,log_return_1m,realized_volatility_rolling,annualized_volatility_rolling
2026-03-23 15:58:00+00:00,0.99,,,
2026-03-23 15:59:00+00:00,0.99,0.0,,
2026-03-23 16:00:00+00:00,0.999,0.009049835519917917,,
2026-03-23 16:01:00+00:00,0.999,0.0,,
2026-03-23 16:02:00+00:00,0.001,-6.906754778648553,,
