ts,token_id,outcome,price
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.01
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:37+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:37+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:39+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0.02
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.98
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
2026-03-23 16:24:39+00:00,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0.99
