ts,trade_id,token_id,outcome,buyer_address,seller_address,actor_address,side,price,size,notional
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,,0xcba89e8e585b67200d9652fe7302647b8d244cca,0xcba89e8e585b67200d9652fe7302647b8d244cca,sell,0.98,5.66,5.5468
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x891c78dd395fe24ad2148c64377fdabe5cf1e455,,0x891c78dd395fe24ad2148c64377fdabe5cf1e455,buy,0.99,5.0,4.95
2026-03-23 16:24:37+00:00,,14953331496687921686024172151208768518011058942426917277224626219642562141551,DOWN,0x720c7e5bae94674b136bf8ce733ef12b49495d74,,0x720c7e5bae94674b136bf8ce733ef12b49495d74,buy,0.02,55.0,1.1
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x351a86844bcc358e6da3dcca14d54d8179fa0428,,0x351a86844bcc358e6da3dcca14d54d8179fa0428,buy,0.99,10.0909,9.989991
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x0549826048855e141f95f2ab798486f1df23b2c4,,0x0549826048855e141f95f2ab798486f1df23b2c4,buy,0.99,5.05,4.999499999999999
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x4ca7926e27e577d5ad90941b608616e191da0d15,,0x4ca7926e27e577d5ad90941b608616e191da0d15,buy,0.99,1.0101,0.999999
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0xdb86073bf86cc550bdf76e57a1db06d1815c1a3a,,0xdb86073bf86cc550bdf76e57a1db06d1815c1a3a,buy,0.99,20.0,19.8
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0xf4d7083b37a9b17ebd3768f5abd0338dec9a731d,,0xf4d7083b37a9b17ebd3768f5abd0338dec9a731d,buy,0.99,6.65,6.5835
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x7e5c00d2dc06e2a9b8f97e91efca380cfa929554,,0x7e5c00d2dc06e2a9b8f97e91efca380cfa929554,buy,0.99,505.0,499.95
2026-03-23 16:24:37+00:00,,40141613454169470912900877355409764693427083650247146291734871513631124053985,UP,0x6d58fd8d8b437988ad1c0f3d220dceb1c2ae8acc,,0x6d58fd8d8b437988ad1c0f3d220dceb1c2ae8acc,buy,0.99,1585.0,1569.15
