ts,trade_id,token_id,outcome,buyer_address,seller_address,side,price,size,notional
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.93,5.0,4.65
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.91,1.27,1.1557
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.07,9.83,0.6881
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.13534271612598525,21.944284,2.969999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.88,5.0,4.4
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.121,50.0,6.05
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.15,5.0,0.75
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9399999981199973,10.638283,9.999986
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9399999996239999,53.191483,49.999993999999994
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9299999994655173,93.548385,86.999998
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9354761904761905,42.0,39.29
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9299999888399957,5.376342,4.999998000000001
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.96,84.0,80.64
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9299999888399957,5.376342,4.999998000000001
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.94,50.0,47.0
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.92,13.11,12.0612
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.8899999978708133,23.483145,20.899999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.93999996518518,11.48936,10.799998
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.91,8.0,7.28
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.919999996319999,10.869562,9.999997
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9115727875829265,319.56,291.30219999999997
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9053027797133814,71.4678,64.699998
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.06999997137777676,32.142856,2.2499990000000003
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.91,1.0989,0.999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,1.0309,0.9999729999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.89,50.0,44.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.93,1.02,0.9486000000000001
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.08,41.32,3.3056
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.91,6.0,5.46
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.08,5.0,0.4
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.12999997094971905,27.53846,3.579999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.11,50.0,5.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.075566,50.0,3.7782999999999998
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.07,18.0,1.2600000000000002
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.08,4.46,0.3568
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.1,50.0,5.0
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.94,14.54255,13.669997
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.09553923514622205,75.57,7.2199
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.08,50.0,4.0
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.06999999321585894,129.714284,9.079998999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.94,5.0,4.699999999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.07,50.0,3.5000000000000004
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9399999623995127,1.063816,0.9999870000000001
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.088084,50.0,4.4041999999999994
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.12182382986906463,12.230768,1.4899989999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.08,34.8,2.784
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.07,7.5,0.525
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.08,15.2,1.216
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.96,70.0,67.2
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.08,5.09,0.4072
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.96,5.0,4.8
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,50.0,48.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9690309687405502,103.195866,99.99999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9699999992239992,25.773166,24.999971000000002
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9494553472265574,105.323525,99.99998400000001
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.95,43.0,40.85
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9602451265529435,65.608233,62.999986
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.03,29.0,0.87
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.06627615062761506,119.5,7.92
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.962,50.0,48.1
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,50.0,48.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.9699999967339825,3.061833,2.969978
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,50.0,48.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.95,50.0,47.5
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.96,70.0,67.2
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,1.0309,0.9999729999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,sell,0.94,5.0,4.699999999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,1.0309,0.9999729999999999
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.96,50.0,48.0
1970-01-01 00:00:01.774280391+00:00,,,UNKNOWN,,,buy,0.97,1.0309,0.9999729999999999
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.97,82.0,79.53999999999999
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.04,25.0,1.0
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.9699999330699912,10.309277,9.999998
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.9699999873406777,60.824741,58.999998000000005
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.97,50.0,48.5
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,sell,0.96,5.0,4.8
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.04,125.0,5.0
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,sell,0.96,5.0,4.8
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.9699999967339825,3.061833,2.969978
1970-01-01 00:00:01.774280393+00:00,,,UNKNOWN,,,buy,0.97,20.88,20.2536
