snapshot_ts,outcome,price_bucket,bid_traded_size,ask_traded_size,total_traded_size,net_aggressor_buy
2026-03-26 16:18:15+00:00,NO,0.9,0.0,49.54,49.54,49.54
2026-03-26 16:19:10+00:00,NO,0.9,0.0,2.42222,2.42222,2.42222
2026-03-26 16:19:35+00:00,NO,0.9,0.0,10000.0,10000.0,10000.0
2026-03-26 16:19:40+00:00,YES,0.11,0.0,136.36,136.36,136.36
2026-03-26 16:20:00+00:00,YES,0.1,15.15,0.0,15.15,-15.15
2026-03-26 16:20:05+00:00,YES,0.1,3.7,0.0,3.7,-3.7
2026-03-26 16:20:55+00:00,YES,0.1,952.29,0.0,952.29,-952.29
2026-03-26 16:21:20+00:00,YES,0.1,56.42,0.0,56.42,-56.42
2026-03-26 16:21:30+00:00,NO,0.89,33.33,0.0,33.33,-33.33
2026-03-26 16:22:00+00:00,YES,0.11,0.0,1008.57,1008.57,1008.57
2026-03-26 16:22:10+00:00,YES,0.1,6.66,0.0,6.66,-6.66
2026-03-26 16:22:25+00:00,YES,0.1,7.0,0.0,7.0,-7.0
2026-03-26 16:23:00+00:00,YES,0.1,9.09,0.0,9.09,-9.09
2026-03-26 16:23:25+00:00,NO,0.89,638.84,0.0,638.84,-638.84
2026-03-26 16:23:35+00:00,NO,0.89,4386.32,0.0,4386.32,-4386.32
2026-03-26 16:24:00+00:00,NO,0.9,0.0,1040.01,1040.01,1040.01
2026-03-26 16:24:55+00:00,NO,0.9,50.0,0.0,50.0,-50.0
2026-03-26 16:25:45+00:00,YES,0.09,8121.8,0.0,8121.8,-8121.8
2026-03-26 16:27:10+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 16:27:55+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 16:30:15+00:00,NO,0.91,0.0,8.505455,8.505455,8.505455
2026-03-26 16:30:15+00:00,YES,0.09,9.53,0.0,9.53,-9.53
2026-03-26 16:30:25+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 16:30:45+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 16:30:55+00:00,NO,0.9,5009.12,5.0,5014.12,-5004.12
2026-03-26 16:31:00+00:00,NO,0.9,0.0,5.0,5.0,5.0
2026-03-26 16:31:55+00:00,YES,0.1,2245.0,0.0,2245.0,-2245.0
2026-03-26 16:32:00+00:00,NO,0.89,117.28,0.0,117.28,-117.28
2026-03-26 16:32:25+00:00,YES,0.1,58.0,0.0,58.0,-58.0
2026-03-26 16:32:50+00:00,NO,0.9,0.0,40.0,40.0,40.0
2026-03-26 16:33:40+00:00,YES,0.1,5007.14,0.0,5007.14,-5007.14
2026-03-26 16:33:45+00:00,YES,0.1,14.37,0.0,14.37,-14.37
2026-03-26 16:33:45+00:00,YES,0.11,0.0,909.090908,909.090908,909.090908
2026-03-26 16:34:00+00:00,NO,0.9,0.0,1.11111,1.11111,1.11111
2026-03-26 16:34:45+00:00,YES,0.09,31.81,0.0,31.81,-31.81
2026-03-26 16:35:10+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 16:35:50+00:00,NO,0.91,0.0,2.1978,2.1978,2.1978
2026-03-26 16:37:10+00:00,YES,0.09,0.0,25.87,25.87,25.87
2026-03-26 16:37:20+00:00,NO,0.91,205.0,493.42,698.4200000000001,288.42
2026-03-26 16:37:30+00:00,NO,0.91,0.0,5.0,5.0,5.0
2026-03-26 16:37:35+00:00,NO,0.91,1095.0,0.0,1095.0,-1095.0
2026-03-26 16:37:45+00:00,NO,0.91,5.0,5.0,10.0,0.0
2026-03-26 16:37:50+00:00,NO,0.91,0.0,5.0,5.0,5.0
2026-03-26 16:37:55+00:00,YES,0.09,23.93,0.0,23.93,-23.93
2026-03-26 16:38:15+00:00,YES,0.09,43.51,0.0,43.51,-43.51
2026-03-26 16:39:00+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 16:39:05+00:00,NO,0.91,0.0,14.0,14.0,14.0
2026-03-26 16:39:05+00:00,YES,0.1,0.0,1140.0,1140.0,1140.0
2026-03-26 16:39:30+00:00,YES,0.09,1140.0,0.0,1140.0,-1140.0
2026-03-26 16:39:40+00:00,NO,0.9,0.1,0.0,0.1,-0.1
2026-03-26 16:40:15+00:00,YES,0.09,1438.6,0.0,1438.6,-1438.6
2026-03-26 16:41:05+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 16:41:25+00:00,YES,0.1,0.0,760.0,760.0,760.0
2026-03-26 16:41:30+00:00,NO,0.9,5.0,0.0,5.0,-5.0
2026-03-26 16:45:05+00:00,YES,0.1,0.0,1000.0,1000.0,1000.0
2026-03-26 16:46:00+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 16:46:25+00:00,YES,0.1,0.0,300.0,300.0,300.0
2026-03-26 16:46:35+00:00,NO,0.91,0.0,1046.945053,1046.945053,1046.945053
2026-03-26 16:46:35+00:00,YES,0.1,0.0,250.0,250.0,250.0
2026-03-26 16:48:25+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 16:50:20+00:00,NO,0.9,1.09,0.0,1.09,-1.09
2026-03-26 16:50:40+00:00,NO,0.9,5000.0,0.0,5000.0,-5000.0
2026-03-26 16:50:50+00:00,YES,0.1,0.0,1500.0,1500.0,1500.0
2026-03-26 16:50:55+00:00,NO,0.9,3000.0,0.0,3000.0,-3000.0
2026-03-26 16:51:40+00:00,NO,0.91,0.0,574.0,574.0,574.0
2026-03-26 16:51:45+00:00,YES,0.1,0.0,750.0,750.0,750.0
2026-03-26 16:53:05+00:00,YES,0.1,0.0,20.0,20.0,20.0
2026-03-26 16:53:25+00:00,YES,0.1,0.0,500.0,500.0,500.0
2026-03-26 16:53:45+00:00,NO,0.91,0.0,2204.0,2204.0,2204.0
2026-03-26 16:55:35+00:00,YES,0.09,19390.58,0.0,19390.58,-19390.58
2026-03-26 16:55:45+00:00,NO,0.91,0.0,256.054944,256.054944,256.054944
2026-03-26 16:57:05+00:00,YES,0.1,0.0,280.0,280.0,280.0
2026-03-26 16:57:55+00:00,NO,0.9,22052.06,0.0,22052.06,-22052.06
2026-03-26 16:58:30+00:00,NO,0.91,0.0,1.109889,1.109889,1.109889
2026-03-26 16:59:05+00:00,NO,0.91,0.0,80.340658,80.340658,80.340658
2026-03-26 16:59:10+00:00,NO,0.91,0.0,8.791207,8.791207,8.791207
2026-03-26 16:59:15+00:00,NO,0.91,0.0,8.791207,8.791207,8.791207
2026-03-26 17:00:45+00:00,NO,0.9,11.19,0.0,11.19,-11.19
2026-03-26 17:01:45+00:00,NO,0.9,111.11,0.0,111.11,-111.11
2026-03-26 17:01:50+00:00,NO,0.9,0.0,5.0,5.0,5.0
2026-03-26 17:01:55+00:00,NO,0.9,0.0,5.0,5.0,5.0
2026-03-26 17:02:05+00:00,NO,0.89,4.94,0.0,4.94,-4.94
2026-03-26 17:02:35+00:00,NO,0.9,0.0,1000.0,1000.0,1000.0
2026-03-26 17:03:40+00:00,YES,0.1,151.0,0.0,151.0,-151.0
2026-03-26 17:04:00+00:00,YES,0.1,1453.71,0.0,1453.71,-1453.71
2026-03-26 17:04:30+00:00,YES,0.1,701.27,0.0,701.27,-701.27
2026-03-26 17:04:50+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 17:05:10+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 17:05:40+00:00,NO,0.9,4.94,0.0,4.94,-4.94
2026-03-26 17:06:05+00:00,NO,0.9,398.79,0.0,398.79,-398.79
2026-03-26 17:06:10+00:00,NO,0.9,0.0,10.0,10.0,10.0
2026-03-26 17:06:15+00:00,NO,0.9,0.0,54.85,54.85,54.85
2026-03-26 17:06:55+00:00,YES,0.11,0.0,100.0,100.0,100.0
2026-03-26 17:07:05+00:00,NO,0.9,0.0,332.322636,332.322636,332.322636
2026-03-26 17:07:05+00:00,YES,0.11,0.0,1818.181817,1818.181817,1818.181817
2026-03-26 17:09:10+00:00,NO,0.9,0.0,18.88888,18.88888,18.88888
2026-03-26 17:09:10+00:00,YES,0.1,14.31,0.0,14.31,-14.31
2026-03-26 17:09:25+00:00,YES,0.1,0.0,23.2,23.2,23.2
2026-03-26 17:10:15+00:00,NO,0.91,0.0,2.197801,2.197801,2.197801
2026-03-26 17:10:20+00:00,NO,0.91,0.0,10.0,10.0,10.0
2026-03-26 17:10:25+00:00,YES,0.1,0.0,23.2,23.2,23.2
2026-03-26 17:10:45+00:00,YES,0.09,6.66,0.0,6.66,-6.66
2026-03-26 17:10:55+00:00,YES,0.1,0.0,99.5,99.5,99.5
2026-03-26 17:11:15+00:00,YES,0.1,0.0,99.5,99.5,99.5
2026-03-26 17:11:20+00:00,YES,0.1,0.0,21.75,21.75,21.75
2026-03-26 17:12:15+00:00,NO,0.91,0.0,4.0989,4.0989,4.0989
2026-03-26 17:15:10+00:00,NO,0.9,1.1,0.0,1.1,-1.1
2026-03-26 17:15:45+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 17:16:00+00:00,NO,0.91,0.0,2.197801,2.197801,2.197801
2026-03-26 17:16:45+00:00,YES,0.09,131.0,0.0,131.0,-131.0
2026-03-26 17:17:45+00:00,NO,0.91,0.0,2.197801,2.197801,2.197801
2026-03-26 17:18:15+00:00,YES,0.09,57.86,0.0,57.86,-57.86
2026-03-26 17:18:30+00:00,NO,0.91,0.0,48.010988,48.010988,48.010988
2026-03-26 17:18:45+00:00,NO,0.9,310.0,0.0,310.0,-310.0
2026-03-26 17:19:45+00:00,YES,0.09,4.34,0.0,4.34,-4.34
2026-03-26 17:20:30+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 17:21:00+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 17:21:05+00:00,NO,0.9,100.0,0.0,100.0,-100.0
2026-03-26 17:21:10+00:00,YES,0.1,0.0,10.0,10.0,10.0
2026-03-26 17:21:15+00:00,NO,0.91,0.0,2.197801,2.197801,2.197801
2026-03-26 17:21:35+00:00,NO,0.91,0.0,10.0,10.0,10.0
2026-03-26 17:22:05+00:00,YES,0.09,17.0,0.0,17.0,-17.0
2026-03-26 17:22:35+00:00,NO,0.91,0.0,109.890108,109.890108,109.890108
2026-03-26 17:22:35+00:00,YES,0.09,7.15,0.0,7.15,-7.15
2026-03-26 17:22:55+00:00,YES,0.1,0.0,631.0,631.0,631.0
2026-03-26 17:23:10+00:00,NO,0.9,169.0,0.0,169.0,-169.0
2026-03-26 17:23:20+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 17:23:20+00:00,YES,0.1,0.0,631.0,631.0,631.0
2026-03-26 17:23:40+00:00,NO,0.91,0.0,549.450548,549.450548,549.450548
2026-03-26 17:24:35+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 17:24:55+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 17:26:50+00:00,NO,0.91,0.0,1.912086,1.912086,1.912086
2026-03-26 17:27:00+00:00,YES,0.1,0.0,50.0,50.0,50.0
2026-03-26 17:27:05+00:00,YES,0.09,0.92,0.0,0.92,-0.92
2026-03-26 17:27:10+00:00,NO,0.9,5.0,0.0,5.0,-5.0
2026-03-26 17:27:15+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 17:27:15+00:00,YES,0.09,3.65,0.0,3.65,-3.65
2026-03-26 17:27:25+00:00,YES,0.09,0.01,0.0,0.01,-0.01
2026-03-26 17:27:55+00:00,YES,0.09,0.69,0.0,0.69,-0.69
2026-03-26 17:29:00+00:00,NO,0.91,0.0,50.0,50.0,50.0
2026-03-26 17:30:55+00:00,YES,0.09,31.08,0.0,31.08,-31.08
2026-03-26 17:30:55+00:00,YES,0.1,0.0,500.0,500.0,500.0
2026-03-26 17:31:00+00:00,YES,0.09,153.66,0.0,153.66,-153.66
2026-03-26 17:31:00+00:00,YES,0.1,0.0,4000.0,4000.0,4000.0
2026-03-26 17:31:05+00:00,YES,0.09,115.67,0.0,115.67,-115.67
2026-03-26 17:31:10+00:00,YES,0.09,1.01,0.0,1.01,-1.01
2026-03-26 17:31:15+00:00,NO,0.9,0.01,0.0,0.01,-0.01
2026-03-26 17:31:35+00:00,YES,0.09,532.88,0.0,532.88,-532.88
2026-03-26 17:31:40+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 17:31:45+00:00,NO,0.91,0.0,11.054944,11.054944,11.054944
2026-03-26 17:31:55+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 17:32:25+00:00,YES,0.09,40.57,0.0,40.57,-40.57
2026-03-26 17:33:15+00:00,NO,0.91,0.0,1536.373625,1536.373625,1536.373625
2026-03-26 17:33:45+00:00,NO,0.9,21.42,0.0,21.42,-21.42
2026-03-26 17:33:45+00:00,YES,0.09,0.8200000000000001,0.0,0.8200000000000001,-0.8200000000000001
2026-03-26 17:33:55+00:00,YES,0.09,3.15,0.0,3.15,-3.15
2026-03-26 17:34:10+00:00,YES,0.09,0.7,0.0,0.7,-0.7
2026-03-26 17:34:10+00:00,YES,0.1,0.0,100.0,100.0,100.0
2026-03-26 17:34:15+00:00,YES,0.09,163.18,0.0,163.18,-163.18
2026-03-26 17:34:25+00:00,YES,0.09,0.2,0.0,0.2,-0.2
2026-03-26 17:34:35+00:00,YES,0.09,14.46,0.0,14.46,-14.46
2026-03-26 17:35:30+00:00,NO,0.9,1.1,0.0,1.1,-1.1
2026-03-26 17:35:35+00:00,YES,0.09,0.02,0.0,0.02,-0.02
2026-03-26 17:35:45+00:00,YES,0.09,0.15,0.0,0.15,-0.15
2026-03-26 17:35:55+00:00,YES,0.09,120.0,0.0,120.0,-120.0
2026-03-26 17:36:35+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 17:38:00+00:00,NO,0.91,0.0,3060.824174,3060.824174,3060.824174
2026-03-26 17:40:45+00:00,NO,0.9,1148.8,0.0,1148.8,-1148.8
2026-03-26 17:40:45+00:00,YES,0.09,43.86,0.0,43.86,-43.86
2026-03-26 17:40:50+00:00,YES,0.09,31.33,0.0,31.33,-31.33
2026-03-26 17:41:00+00:00,YES,0.09,2.4,0.0,2.4,-2.4
2026-03-26 17:41:15+00:00,YES,0.09,157.03,0.0,157.03,-157.03
2026-03-26 17:41:40+00:00,NO,0.91,0.0,3.890108,3.890108,3.890108
2026-03-26 17:42:20+00:00,YES,0.09,4.25,0.0,4.25,-4.25
2026-03-26 17:44:25+00:00,NO,0.91,0.0,9.890108,9.890108,9.890108
2026-03-26 17:44:45+00:00,YES,0.09,1.35,0.0,1.35,-1.35
2026-03-26 17:44:45+00:00,YES,0.1,0.0,35.0,35.0,35.0
2026-03-26 17:44:55+00:00,YES,0.09,0.07,0.0,0.07,-0.07
2026-03-26 17:45:10+00:00,NO,0.91,0.0,251.362636,251.362636,251.362636
2026-03-26 17:45:15+00:00,YES,0.09,5.11,0.0,5.11,-5.11
2026-03-26 17:46:10+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 17:46:15+00:00,YES,0.09,58.349999999999994,0.0,58.349999999999994,-58.349999999999994
2026-03-26 17:46:15+00:00,YES,0.1,0.0,506.7,506.7,506.7
2026-03-26 17:46:20+00:00,YES,0.09,13.82,0.0,13.82,-13.82
2026-03-26 17:46:30+00:00,YES,0.09,1.06,0.0,1.06,-1.06
2026-03-26 17:46:55+00:00,YES,0.09,71.88,0.0,71.88,-71.88
2026-03-26 17:47:30+00:00,NO,0.9,1.1,0.0,1.1,-1.1
2026-03-26 17:47:35+00:00,YES,0.09,0.02,0.0,0.02,-0.02
2026-03-26 17:47:55+00:00,NO,0.9,36.19,0.0,36.19,-36.19
2026-03-26 17:47:55+00:00,YES,0.09,1.56,0.0,1.56,-1.56
2026-03-26 17:48:05+00:00,YES,0.09,0.07,0.0,0.07,-0.07
2026-03-26 17:48:15+00:00,YES,0.09,5.28,0.0,5.28,-5.28
2026-03-26 17:48:25+00:00,NO,0.91,0.0,1.0989,1.0989,1.0989
2026-03-26 17:51:55+00:00,NO,0.91,0.0,219.780218,219.780218,219.780218
2026-03-26 17:53:25+00:00,NO,0.91,0.0,5.92,5.92,5.92
2026-03-26 17:53:45+00:00,NO,0.91,0.0,4.395603,4.395603,4.395603
2026-03-26 17:54:05+00:00,YES,0.09,9.469999999999999,0.0,9.469999999999999,-9.469999999999999
2026-03-26 17:54:05+00:00,YES,0.1,0.0,250.0,250.0,250.0
2026-03-26 17:54:10+00:00,YES,0.09,6.12,0.0,6.12,-6.12
2026-03-26 17:54:25+00:00,YES,0.09,0.52,0.0,0.52,-0.52
2026-03-26 17:54:35+00:00,NO,0.9,5.92,0.0,5.92,-5.92
2026-03-26 17:54:35+00:00,YES,0.09,0.08,0.0,0.08,-0.08
2026-03-26 17:54:40+00:00,YES,0.09,0.13,0.0,0.13,-0.13
2026-03-26 17:54:50+00:00,YES,0.09,8.969999999999999,0.0,8.969999999999999,-8.969999999999999
2026-03-26 17:54:50+00:00,YES,0.1,0.0,300.0,300.0,300.0
2026-03-26 17:54:55+00:00,YES,0.09,9.77,0.0,9.77,-9.77
2026-03-26 17:55:00+00:00,NO,0.91,0.0,1100.0,1100.0,1100.0
2026-03-26 17:55:05+00:00,YES,0.09,0.62,0.0,0.62,-0.62
2026-03-26 17:55:15+00:00,YES,0.09,80.53,0.0,80.53,-80.53
2026-03-26 17:55:25+00:00,NO,0.9,5.26,0.0,5.26,-5.26
2026-03-26 17:55:25+00:00,YES,0.09,0.19,0.0,0.19,-0.19
2026-03-26 17:55:40+00:00,YES,0.09,0.76,0.0,0.76,-0.76
2026-03-26 17:56:15+00:00,YES,0.09,52.63,0.0,52.63,-52.63
2026-03-26 17:57:15+00:00,YES,0.09,592.94,0.0,592.94,-592.94
2026-03-26 17:57:25+00:00,YES,0.09,270.39,0.0,270.39,-270.39
2026-03-26 17:58:20+00:00,YES,0.11,0.0,30737.229089,30737.229089,30737.229089
2026-03-26 17:59:15+00:00,YES,0.1,0.0,313.0,313.0,313.0
2026-03-26 17:59:35+00:00,YES,0.09,562.5,0.0,562.5,-562.5
2026-03-26 17:59:50+00:00,NO,0.91,0.0,4.395603,4.395603,4.395603
2026-03-26 18:00:45+00:00,NO,0.9,1.1,0.0,1.1,-1.1
2026-03-26 18:00:45+00:00,YES,0.09,313.0,0.0,313.0,-313.0
2026-03-26 18:01:20+00:00,YES,0.1,0.0,313.0,313.0,313.0
2026-03-26 18:02:30+00:00,NO,0.91,0.0,32.967031,32.967031,32.967031
2026-03-26 18:02:45+00:00,NO,0.91,0.0,10.989009,10.989009,10.989009
2026-03-26 18:02:50+00:00,YES,0.09,313.0,0.0,313.0,-313.0
2026-03-26 18:03:15+00:00,NO,0.91,0.0,5.494504,5.494504,5.494504
2026-03-26 18:03:25+00:00,YES,0.1,0.0,313.0,313.0,313.0
2026-03-26 18:03:55+00:00,NO,0.91,0.0,104.7,104.7,104.7
2026-03-26 18:04:40+00:00,NO,0.9,1.13,0.0,1.13,-1.13
2026-03-26 18:04:55+00:00,YES,0.09,313.0,0.0,313.0,-313.0
2026-03-26 18:05:05+00:00,YES,0.09,1013.54,0.0,1013.54,-1013.54
2026-03-26 18:05:25+00:00,YES,0.1,0.0,313.0,313.0,313.0
2026-03-26 18:05:50+00:00,YES,0.09,313.0,0.0,313.0,-313.0
2026-03-26 18:06:55+00:00,YES,0.1,0.0,38.46,38.46,38.46
2026-03-26 18:07:30+00:00,YES,0.1,0.0,313.0,313.0,313.0
2026-03-26 18:07:45+00:00,YES,0.09,4.76,0.0,4.76,-4.76
2026-03-26 18:07:45+00:00,YES,0.1,0.0,9000.0,9000.0,9000.0
2026-03-26 18:07:50+00:00,YES,0.09,14.37,0.0,14.37,-14.37
2026-03-26 18:08:20+00:00,YES,0.09,313.0,0.0,313.0,-313.0
2026-03-26 18:08:30+00:00,YES,0.1,0.0,50.0,50.0,50.0
2026-03-26 18:09:45+00:00,YES,0.1,0.0,5030.0,5030.0,5030.0
2026-03-26 18:09:55+00:00,YES,0.09,1561.87,0.0,1561.87,-1561.87
2026-03-26 18:10:20+00:00,NO,0.9,55.27,0.0,55.27,-55.27
2026-03-26 18:10:45+00:00,YES,0.09,216.66,0.0,216.66,-216.66
2026-03-26 18:10:55+00:00,YES,0.09,30.0,0.0,30.0,-30.0
2026-03-26 18:11:00+00:00,YES,0.09,20000.0,0.0,20000.0,-20000.0
2026-03-26 18:11:55+00:00,NO,0.91,0.0,109.890108,109.890108,109.890108
2026-03-26 18:13:10+00:00,NO,0.91,0.0,21.97802,21.97802,21.97802
2026-03-26 18:14:20+00:00,YES,0.1,0.0,1005.0,1005.0,1005.0
2026-03-26 18:14:35+00:00,NO,0.9,1.16,0.0,1.16,-1.16
2026-03-26 18:14:45+00:00,NO,0.91,0.0,109.890108,109.890108,109.890108
2026-03-26 18:14:55+00:00,NO,0.91,0.0,82.0,82.0,82.0
2026-03-26 18:16:25+00:00,NO,0.9,2.19,0.0,2.19,-2.19
2026-03-26 18:16:25+00:00,NO,0.91,0.0,188.307691,188.307691,188.307691
2026-03-26 18:16:50+00:00,YES,0.09,1200.0,0.0,1200.0,-1200.0
2026-03-26 18:19:35+00:00,YES,0.09,714.28,0.0,714.28,-714.28
2026-03-26 18:22:40+00:00,YES,0.09,25.0,0.0,25.0,-25.0
2026-03-26 18:23:25+00:00,NO,0.91,0.0,11.186812,11.186812,11.186812
2026-03-26 18:24:55+00:00,NO,0.9,2.01,0.0,2.01,-2.01
2026-03-26 18:26:40+00:00,NO,0.9,121.0,0.0,121.0,-121.0
2026-03-26 18:27:55+00:00,YES,0.09,517.64,0.0,517.64,-517.64
2026-03-26 18:28:15+00:00,YES,0.09,42.86,0.0,42.86,-42.86
2026-03-26 18:28:25+00:00,NO,0.9,253.04,0.0,253.04,-253.04
2026-03-26 18:28:50+00:00,YES,0.1,0.0,50.0,50.0,50.0
2026-03-26 18:29:20+00:00,YES,0.1,0.0,250.0,250.0,250.0
2026-03-26 18:30:15+00:00,NO,0.9,171.23,0.0,171.23,-171.23
2026-03-26 18:30:25+00:00,NO,0.91,8.25,0.0,8.25,-8.25
2026-03-26 18:30:55+00:00,YES,0.09,0.0,40.0,40.0,40.0
2026-03-26 18:31:20+00:00,YES,0.09,0.0,50.0,50.0,50.0
2026-03-26 18:31:25+00:00,YES,0.08,1050.0,0.0,1050.0,-1050.0
2026-03-26 18:31:45+00:00,NO,0.91,100.0,0.0,100.0,-100.0
2026-03-26 18:32:10+00:00,YES,0.09,0.0,1500.0,1500.0,1500.0
2026-03-26 18:32:55+00:00,NO,0.91,12.38,0.0,12.38,-12.38
2026-03-26 18:33:20+00:00,NO,0.92,0.0,10.108694,10.108694,10.108694
2026-03-26 18:33:35+00:00,YES,0.08,30.95,0.0,30.95,-30.95
2026-03-26 18:33:50+00:00,YES,0.07,7.89,0.0,7.89,-7.89
2026-03-26 18:34:05+00:00,YES,0.08,0.0,2125.0,2125.0,2125.0
2026-03-26 18:34:10+00:00,YES,0.07,2778.9100000000003,0.0,2778.9100000000003,-2778.9100000000003
2026-03-26 18:34:15+00:00,YES,0.07,167.7,0.0,167.7,-167.7
2026-03-26 18:34:15+00:00,YES,0.08,0.0,325.0,325.0,325.0
2026-03-26 18:34:20+00:00,NO,0.92,5.07,0.0,5.07,-5.07
2026-03-26 18:34:20+00:00,YES,0.07,261.0,0.0,261.0,-261.0
2026-03-26 18:34:25+00:00,YES,0.07,137.51000000000002,0.0,137.51000000000002,-137.51000000000002
2026-03-26 18:34:25+00:00,YES,0.08,0.0,105.0,105.0,105.0
2026-03-26 18:34:30+00:00,YES,0.09,0.0,2980.0,2980.0,2980.0
2026-03-26 18:34:35+00:00,YES,0.07,0.78,0.0,0.78,-0.78
